comment,sentiment
"由于传统电能质量评估方法无法体现""分布式""特征,难以评估分布式光伏电能质量。为了解决这一问题,首先对主观赋权法和客观赋权法进行综合比较,提出采用熵权法进行赋权。然后引入改进AHP和指标极化处理,对熵权法进行改进。建立涵盖输入、过程和输出3方面的指标体系,采用改进熵权法进行评估。实例表明,改进熵权法能较为充分地利用实测的小样本数据,能较好地体现""分布式""特征,可以为分布式光伏电能质量评估提供参考。",0
"为了改善电感储能脉冲功率源的输出波形,提出一种基于电爆炸金属丝断路开关的准方波输出脉冲功率源。该脉冲源以脉冲电容器为初始储能源,通过脉冲形成网络对电爆炸金属丝开关放电,当电流达到峰值附近时,电爆炸金属丝开关断开,将能量切换到负载上。由于脉冲形成网络中电感电流不能突变,所以负载上能得到数倍于初始储能电容充电电压的脉冲输出;由于脉冲形成网络中电容的续流作用,所以负载上能得到准方波脉冲输出。通过理论分析和电路仿真分析,确定了脉冲形成网络的电感电容级数和爆炸丝参数。对功率源进行了实验验证,实验结果表明:在1μF初始充电电容充电32 kV时,在10Ω负载上得到电压幅值83 kV,半高宽279 ns,90%平顶172 ns左右的脉冲输出,证明了该原理的脉冲功率源可行性。",0
"为了研制高储能密度电容器,文中对影响电容器性能的关键技术进行了研究。建立自愈平台进行自愈试验,发现提高电容器层间压强可以减小自愈能量,从而提高电容器寿命。通过对分割膜边缘自愈和膜中自愈进行研究,根据电容器的工作场强确定了高储电容器中分割模块数,选择合适的浸渍剂种能密度类及浸渍工艺,提高电容器在高场强下的运行可靠性。根据以上关键技术,研制出了储能密度2.7 MJ/m3的高储能密度脉冲电容器,在工作电压6.6 kV、放电电流11.85 k A下,其寿命为850次。",0
"为了使光伏并网Z源逆变器直流侧电压保持稳定的同时并且能够获得最大功率点跟踪(MPPT),经研究,文中采用一种模糊PID控制策略,通过快速响应光伏列阵输出功率和输出电压的变化,经模糊控制器进行模糊推理及解模糊化后的输出量乘以比例因子,转换为PID控制器中的比例积分微分系数变化量,最终来实现直流侧稳压和MPPT统一控制。结果表明当外界对直流链电压具有扰动时采用该控制策略能使其较快恢复并且并网电流跟踪情况较好,因此采用模糊PID控制策略能够保证直流侧电压稳定的同时并且实现了最大功率点跟踪。仿真实验验证了该方法的有效性。",0
"针对电磁发射系统超级电容储能需求,设计了一种适用于中压直流输入的三电平双输出直流变换器。分析了变换器的拓扑结构,设计了移相脉宽调制方式,计算了主要元件的参数取值,建立了变换器小信号模型。针对两相超级电容电压不均问题,提出了最大输出电流反馈恒流控制策略,并进行了仿真验证和硬件在回路实验验证。在此基础上,按照设计参数制造了一台实验样机,实验结果验证了最大输出电流反馈恒流控制策略的有效性。",0
"基于混合式直流断路器(hybrid direct current circuit breaker, HDCCB)保护的柔性直流电网在故障清除之后,需要对故障线路进行快速重合闸操作。在直流系统被孤立的换流站重合闸于故障清除状态的故障恢复期间,会有较大的功率波动导致重合闸过程中功率恢复缓慢,不能满足直流电网快速重合闸的要求。该文首先基于HDCCB的拓扑结构提出重合闸操作时间最短的快速重合闸操作流程。然后基于直流电网的控制系统,从直流电网的故障开断过程出发,揭示了在直流电网重合闸过程中功率波动的原因,并且提出了优化之后的快速重合闸策略,以实现直流系统重合闸于故障清除状态时功率的快速恢复。利用电磁暂态仿真软件PSCAD/EMTDC搭建5端柔直系统进行仿真,结果表明所提出的快速重合闸策略能够有效地抑制孤立换流站在重合闸于故障清除状态时故障恢复过程中的功率波动,缩短重合闸恢复时间50%以上,提高直流系统的输电可靠性。",0
"风电并网系统引入虚拟惯量后,应综合分析风电机组安全和电网动态稳定,完善附加控制的友好并网功能,提升其推广应用价值。首先建立了含虚拟惯量风电并网系统的状态方程。其次,采用小信号分析理论,并设计非线性扩张干扰观测器,为惯量控制附加动态响应补偿信号,完善其动态稳定支持功能。通过积分流形方法,对风电机组轴系模型降阶,进一步分析虚拟惯量控制对风机轴系振荡模式的影响,并建立轴系暂态能量函数,为轴系稳定控制提供参数设计范围。最后,基于RTLAB数模混合仿真平台,建立含高渗透风电并网系统,结果表明虚拟惯量在互联系统功角摆动及风机轴系振荡中的稳定控制功能得到显著改善。",1
"针对送端源荷失衡,新能源消纳能力不足及送、受端源荷分布时空互补的跨区域电网互联问题,提出了兼顾新能源消纳能力以及投资收益的电网互联通道双层规划模型。首先,建立了基于灰色关联分析法和新能源消纳能力的互联区域源荷时空匹配度模型。其次,兼顾技术经济约束,构建了提升新能源消纳能力的电网互联通道双层规划模型。其中,上层模型以新能源消纳能力最优为目标,通过互联区域源荷时空匹配度实现备选互联区域的优化组合;下层混合整数规划模型以互联通道的拓扑及容量为决策变量,以投资经济效益最优为目标,用于实现互联输电线路落点与参数的优化选择。最后,运用改进的混合遗传算法对模型进行了求解。研究结果表明:采用所提模型,风电–负荷匹配度达到了0.95,弃风率由23%降为14%。研究结果验证了所提方法的有效性。",1
"近年来利用水中放电产生冲击波对油气井进行解堵增产,因其具有环境友好、效果显著、成本低等优点而越来越受到重视。为此,从实际应用的油气井解堵技术出发,建立了1套完整的水中放电实验平台。该实验平台主要由调压器、升压变压器、储能电容、气体开关和水中负载组成,其中储能电容为50～250μF,充电电压为2～10k V。基于以上实验平台,对水中放电特性进行了实验研究和分析。通过调整充电电压、液体电导率、电极间距等实验因素在不同水平下进行水中放电,对放电过程中电流、电压、冲击波进行测量和分析,总结了各因素对水中放电特性的影响规律。在水通道加热阶段,影响加热时间和泄漏能量的因素主要是电极周围场强、水通道长度和离子浓度;存在最佳间隙距离和最佳水电导率使冲击波幅值和能量达到最大值,且冲击波能量随电压和电容大小的增加会出现饱和状态。",0
"目前双馈式变速抽水蓄能电厂(doubly-fedinductionmachinebasedvariable-speedpumpedstorage,DFIM-VSPS)的研发仍处于起步阶段,其系统建模、稳定性分析及控制需要进一步研究。为此,研究了DFIM-VSPS的机电暂态模型,考虑了机组变速运行对效率的影响,并对比了采用不同水动态模型时DFIM-VSPS模型的动态响应,提出将模型预测控制用于DFIM-VSPS的功率控制,并且研究了各个工况下模型预测控制的控制效果及延时对控制效果的影响。结果表明:与常规控制相比,模型预测控制在系统发生大扰动及平抑风电功率波动时具有更好的控制性能,并且具有较好的鲁棒性。研究可为DFIM-VSPS的控制提供一定的参考。",1
